stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,stop_access
CW,CW,CHAINWA,CHAINWA,,26.0221,84.4965,,,0,,Asia/Kolkata,0,,,
CWA,CWA,CHHINDWARA JN,CHHINDWARA JN,,22.057721,78.952732,,,0,,Asia/Kolkata,0,,,
CWDA,CWDA,CWDA,CWDA,,30.2245,74.1276,,,0,,Asia/Kolkata,0,,,
CWI,CWI,CHONDI,CHONDI,,19.4612,77.1568,,,0,,Asia/Kolkata,0,,,
CWLE,CWLE,CHOWRIGACHA,CHOWRIGACHA,,23.9427,88.1867,,,0,,Asia/Kolkata,0,,,
CWN,CWN,CHARAWAN,CHARAWAN,,30.501047,74.577942,,,0,,Asia/Kolkata,0,,,
CWR,CWR,CHOVVARA,CHOVVARA,,10.132764,76.371889,,,0,,Asia/Kolkata,0,,,
CWT,CWT,CHOWHATTA,CHOWHATTA,,23.82508,87.748489,,,0,,Asia/Kolkata,0,,,
CXA,CXA,CHANDSARA,CHANDSARA,,28.8757,77.7253,,,0,,Asia/Kolkata,0,,,
CYI,CYI,CHHAYAPURI,CHHAYAPURI,,22.388174,73.179588,,,0,,Asia/Kolkata,0,,,
CYN,CYN,CHERIYANAD,CHERIYANAD,,9.273039,76.585007,,,0,,Asia/Kolkata,0,,,
CYR,CYR,BMBY CHARNI RD,BMBY CHARNI RD,,18.9515,72.8185,,,0,,Asia/Kolkata,0,,,
D,D,DEULA,DEULA,,22.214424,88.280983,,,0,,Asia/Kolkata,0,,,
DAA,DAA,DATIA,DATIA,,25.64083,78.456116,,,0,,Asia/Kolkata,0,,,
DAB,DAB,DHARMABAD,DHARMABAD,,18.887934,77.848091,,,0,,Asia/Kolkata,0,,,
DABN,DABN,DHABAN,DHABAN,,29.860297,74.54318,,,0,,Asia/Kolkata,0,,,
DAD,DAD,DEVARGUDDA,DEVARGUDDA,,14.6676,75.5759,,,0,,Asia/Kolkata,0,,,
DADN,DADN,DR. AMBEDKAR NAGAR,DR. AMBEDKAR NAGAR,,22.547512,75.773784,,,0,,Asia/Kolkata,0,,,
DAE,DAE,DAHEGAON,DAHEGAON,,20.7295,78.4632,,,0,,Asia/Kolkata,0,,,
DAG,DAG,DHANG,DHANG,,26.7174,85.353298,,,0,,Asia/Kolkata,0,,,
DAJ,DAJ,DAROJI,DAROJI,,15.227297,76.70032,,,0,,Asia/Kolkata,0,,,
DAKE,DAKE,DAKHINESWAR,DAKHINESWAR,,22.6538,88.3639,,,0,,Asia/Kolkata,0,,,
DAL,DAL,DALIGANJ JN.,DALIGANJ JN.,,26.8756,80.9277,,,0,,Asia/Kolkata,0,,,
DANE,DANE,DANRE,DANRE,,24.724544,87.069256,,,0,,Asia/Kolkata,0,,,
DAO,DAO,DAGHORA,DAGHORA,,21.8576,83.6782,,,0,,Asia/Kolkata,0,,,
DAP,DAP,DAGMAGPUR,DAGMAGPUR,,25.0985,82.8006,,,0,,Asia/Kolkata,0,,,
DAPD,DAPD,DAPODI,DAPODI,,18.5804,73.8331,,,0,,Asia/Kolkata,0,,,
DAQ,DAQ,DAUD KHAN,DAUD KHAN,,27.830424,78.098717,,,0,,Asia/Kolkata,0,,,
DAR,DAR,DANWAR,DANWAR,,28.1299,77.8838,,,0,,Asia/Kolkata,0,,,
DARA,DARA,DARA,DARA,,24.8323,76.0055,,,0,,Asia/Kolkata,0,,,
DARI,DARI,DHARI JN,DHARI JN,,21.3265,71.0273,,,0,,Asia/Kolkata,0,,,
DAS,DAS,DHASA JN,DHASA JN,,21.782615,71.518078,,,0,,Asia/Kolkata,0,,,
DAU,DAU,DAGRU,DAGRU,,30.83533,75.047264,,,0,,Asia/Kolkata,0,,,
DAV,DAV,DEVALGAON AUCHR,DEVALGAON AUCHR,,19.322321,76.605091,,,0,,Asia/Kolkata,0,,,
DAVC,DAVC,DAV COLLEGE (JALALAB,DAV COLLEGE (JALALAB,,30.593666,74.252257,,,0,,Asia/Kolkata,0,,,
DAVJ,DAVJ,D.A.V.C.H. JALANDHER,D.A.V.C.H. JALANDHER,,31.347297,75.56164,,,0,,Asia/Kolkata,0,,,
DAVM,DAVM,DHANU VACHA PURAM HA,DHANU VACHA PURAM HA,,8.3792,77.1247,,,0,,Asia/Kolkata,0,,,
DAYG,DAYG,DARIYAGANJ,DARIYAGANJ,,24.801469,79.782379,,,0,,Asia/Kolkata,0,,,
DAZ,DAZ,DELHI AZADPUR,DELHI AZADPUR,,28.703086,77.177153,,,0,,Asia/Kolkata,0,,,
DB,DB,DABHOI JN,DABHOI JN,,22.137525,73.415236,,,0,,Asia/Kolkata,0,,,
DBA,DBA,DABRA,DABRA,,25.881157,78.330975,,,0,,Asia/Kolkata,0,,,
DBB,DBB,DHUBRI,DHUBRI,,26.022697,89.977512,,,0,,Asia/Kolkata,0,,,
DBD,DBD,DEOBAND,DEOBAND,,29.6797,77.6706,,,0,,Asia/Kolkata,0,,,
DBEC,DBEC,DEVBALODA CHARODA P.H.,DEVBALODA CHARODA P.H.,,21.21378,81.45092,,,0,,Asia/Kolkata,0,,,
DBF,DBF,DABPAL,DABPAL,,18.9282,81.4891,,,0,,Asia/Kolkata,0,,,
DBG,DBG,DARBHANGA JN,DARBHANGA JN,,26.156748,85.907235,,,0,,Asia/Kolkata,0,,,
DBHL,DBHL,DOBH BAHALI,DOBH BAHALI,,28.8805447,76.5233734,,,0,,Asia/Kolkata,0,,,
DBI,DBI,DABLI RATHAN,DABLI RATHAN,,29.542846,74.19136,,,0,,Asia/Kolkata,0,,,
DBL,DBL,DODBELE,DODBELE,,13.2165,77.3513,,,0,,Asia/Kolkata,0,,,
DBLA,DBLA,DABLA,DABLA,,27.8935,75.9496,,,0,,Asia/Kolkata,0,,,
DBLG,DBLG,DIBOLONG,DIBOLONG,,25.59522,93.085633,,,0,,Asia/Kolkata,0,,,
DBLI,DBLI,DEORA BANDHAULI HALT,DEORA BANDHAULI HALT,,26.384796,85.76992,,,0,,Asia/Kolkata,0,,,
DBM,DBM,DABOLIM,DABOLIM,,15.3888,73.8494,,,0,,Asia/Kolkata,0,,,
DBN,DBN,DHABLAN,DHABLAN,,30.3382,76.301,,,0,,Asia/Kolkata,0,,,
DBNK,DBNK,DERABABA NANAK,DERABABA NANAK,,32.023,75.0142,,,0,,Asia/Kolkata,0,,,
DBNR,DBNR,DIBNAPUR,DIBNAPUR,,28.5248,79.5166,,,0,,Asia/Kolkata,0,,,
DBO,DBO,DABHODA,DABHODA,,23.167981,72.747688,,,0,,Asia/Kolkata,0,,,
DBP,DBP,DEBIPUR,DEBIPUR,,23.1432,88.1575,,,0,,Asia/Kolkata,0,,,
DBR,DBR,DABHAURA,DABHAURA,,25.11801,81.303205,,,0,,Asia/Kolkata,0,,,
DBRG,DBRG,DIBRUGARH,DIBRUGARH,,27.477959,94.901329,,,0,,Asia/Kolkata,0,,,
DBS,DBS,DOBBSPET,DOBBSPET,,13.235434,77.255001,,,0,,Asia/Kolkata,0,,,
DBSI,DBSI,DAYABASTI,DAYABASTI,,28.667169,77.17123,,,0,,Asia/Kolkata,0,,,
DBT,DBT,DAKSHIN BARASAT,DAKSHIN BARASAT,,22.2264,88.4526,,,0,,Asia/Kolkata,0,,,
DBU,DBU,DODBALLAPUR,DODBALLAPUR,,13.2792,77.5504,,,0,,Asia/Kolkata,0,,,
DBV,DBV,DABILPUR,DABILPUR,,17.674446,78.470535,,,0,,Asia/Kolkata,0,,,
DBW,DBW,DUBIA,DUBIA,,26.919927,93.722477,,,0,,Asia/Kolkata,0,,,
DBY,DBY,DIGBOI,DIGBOI,,27.383733,95.617232,,,0,,Asia/Kolkata,0,,,
DBZ,DBZ,DHING BAZAR,DHING BAZAR,,26.455513,92.480679,,,0,,Asia/Kolkata,0,,,
DC,DC,MAGUDANCHAVADI,MAGUDANCHAVADI,,11.551,77.9873,,,0,,Asia/Kolkata,0,,,
DCA,DCA,DAMCHARA,DAMCHARA,,25.0127,92.7497,,,0,,Asia/Kolkata,0,,,
DCAB,DCAB,BMY D CABIN,BMY D CABIN,,21.226342,81.477699,,,0,,Asia/Kolkata,0,,,
DCH,DCH,DINHATTA CLGE H,DINHATTA CLGE H,,26.146877,89.466531,,,0,,Asia/Kolkata,0,,,
DCK,DCK,DHANDHUKA,DHANDHUKA,,22.3845,71.9761,,,0,,Asia/Kolkata,0,,,
DCP,DCP,DAL CHAPRA,DAL CHAPRA,,25.82678,84.432335,,,0,,Asia/Kolkata,0,,,
DCU,DCU,DAMALCHERUVU,DAMALCHERUVU,,13.478695,79.056244,,,0,,Asia/Kolkata,0,,,
DCX,DCX,DHANICHHA,DHANICHHA,,25.2305,83.4775,,,0,,Asia/Kolkata,0,,,
DD,DD,DAUND JN,DAUND JN,,18.463897,74.578972,,,0,,Asia/Kolkata,0,,,
DDA,DDA,DURAUNDHA JN,DURAUNDHA JN,,26.0873,84.4592,,,0,,Asia/Kolkata,0,,,
DDC,DDC,DUM DUM CANT,DUM DUM CANT,,22.6366,88.4119,,,0,,Asia/Kolkata,0,,,
DDCC,DDCC,DAUND CHORD LINE,DAUND CHORD LINE,,18.46677,74.552784,,,0,,Asia/Kolkata,0,,,
DDCE,DDCE,DUNDI,DUNDI,,23.5576,80.2164,,,0,,Asia/Kolkata,0,,,
DDD,DDD,DHONDHA DIH,DHONDHA DIH,,25.672628,83.7953,,,0,,Asia/Kolkata,0,,,
DDDM,DDDM,DEEN DAYAL DHAM,DEEN DAYAL DHAM,,27.3183,77.7582,,,0,,Asia/Kolkata,0,,,
DDE,DDE,DONDAICHA,DONDAICHA,,21.3312,74.5629,,,0,,Asia/Kolkata,0,,,
DDGA,DDGA,DUGDA,DUGDA,,23.7584,86.1615,,,0,,Asia/Kolkata,0,,,
DDGJ,DDGJ,DEEDAR GANJ,DEEDAR GANJ,,25.572451,85.253166,,,0,,Asia/Kolkata,0,,,
DDJ,DDJ,DUM DUM,DUM DUM,,22.6216,88.3927,,,0,,Asia/Kolkata,0,,,
DDK,DDK,DHINDSA,DHINDSA,,30.896038,74.738703,,,0,,Asia/Kolkata,0,,,
DDL,DDL,DHANDARI KALAN,DHANDARI KALAN,,30.8746,75.9096,,,0,,Asia/Kolkata,0,,,
DDM,DDM,DAM DIM,DAM DIM,,26.858993,88.671083,,,0,,Asia/Kolkata,0,,,
DDMT,DDMT,DARIMETA,DARIMETA,,21.536963,78.54126,,,0,,Asia/Kolkata,0,,,
DDN,DDN,DEHRADOON,DEHRADOON,,30.313888,78.033451,,,0,,Asia/Kolkata,0,,,
DDNA,DDNA,DUDHAUNDA,DUDHAUNDA,,25.573105,83.084278,,,0,,Asia/Kolkata,0,,,
DDNI,DDNI,DUDHNOI,DUDHNOI,,26.001369,90.76179,,,0,,Asia/Kolkata,0,,,
DDP,DDP,DAUDPUR,DAUDPUR,,25.90683,84.591165,,,0,,Asia/Kolkata,0,,,
DDR,DDR,DADAR,DADAR,,19.019441,72.843175,,,0,,Asia/Kolkata,0,,,
DDU,DDU,PT.DEEN DAYAL UPADHYAYA JN.,PT.DEEN DAYAL UPADHYAYA JN.,,25.2785,83.1196,,,0,,Asia/Kolkata,0,,,
DDV,DDV,DADHDEVI,DADHDEVI,,25.0776,75.8978,,,0,,Asia/Kolkata,0,,,
DDW,DDW,DUDWA,DUDWA,,28.50807,80.671921,,,0,,Asia/Kolkata,0,,,
DDWA,DDWA,DEEDWANA,DEEDWANA,,26.6104118,76.3082147,,,0,,Asia/Kolkata,0,,,
DDX,DDX,DHAMDHAMIA,DHAMDHAMIA,,24.9497,87.7608,,,0,,Asia/Kolkata,0,,,
DDY,DDY,DUDWINDI,DUDWINDI,,31.2379,75.2584,,,0,,Asia/Kolkata,0,,,
DEA,DEA,DIARA,DIARA,,22.798497,88.280811,,,0,,Asia/Kolkata,0,,,
DEB,DEB,DEBAGRAM,DEBAGRAM,,23.6857,88.3072,,,0,,Asia/Kolkata,0,,,
DEC,DEC,DELHI CANTT,DELHI CANTT,,28.613384,77.116427,,,0,,Asia/Kolkata,0,,,
DED,DED,DANDELI,DANDELI,,15.2730904,74.6174502,,,0,,Asia/Kolkata,0,,,
DEE,DEE,DELHI SARAI ROHILLA,DELHI SARAI ROHILLA,,28.662952,77.187066,,,0,,Asia/Kolkata,0,,,
DEEG,DEEG,DEEG,DEEG,,27.486821,77.324781,,,0,,Asia/Kolkata,0,,,
DEG,DEG,DELANG,DELANG,,20.0383,85.7668,,,0,,Asia/Kolkata,0,,,
DEHR,DEHR,DEHU ROAD,DEHU ROAD,,18.6802,73.7342,,,0,,Asia/Kolkata,0,,,
DEIA,DEIA,DEORIA,DEORIA,,26.182912,84.9935154,,,0,,Asia/Kolkata,0,,,
DELI,DELI,DEOLI,DEOLI,,20.6437425,78.4937975,,,0,,Asia/Kolkata,0,,,
DELO,DELO,DEORAKOT,DEORAKOT,,26.754348,81.906338,,,0,,Asia/Kolkata,0,,,
DEMU,DEMU,DEMU,DEMU,,23.6973,84.5258,,,0,,Asia/Kolkata,0,,,
DEO,DEO,DEOKALI,DEOKALI,,27.977727,80.705566,,,0,,Asia/Kolkata,0,,,
DEOR,DEOR,DIYODAR,DIYODAR,,24.113149,71.770548,,,0,,Asia/Kolkata,0,,,
DEOS,DEOS,DEORIA SADAR,DEORIA SADAR,,26.508,83.7823,,,0,,Asia/Kolkata,0,,,
DEP,DEP,DEPALSAR,DEPALSAR,,28.236427,74.919908,,,0,,Asia/Kolkata,0,,,
DEPI,DEPI,DEENAPATTI,DEENAPATTI,,25.89521,86.937389,,,0,,Asia/Kolkata,0,,,
DER,DER,DADRI,DADRI,,28.53816,77.537642,,,0,,Asia/Kolkata,0,,,
DES,DES,DESARI,DESARI,,25.6681,85.4061,,,0,,Asia/Kolkata,0,,,
DET,DET,DET,DET,,25.01204,74.641628,,,0,,Asia/Kolkata,0,,,
DEV,DEV,DEVARAYI,DEVARAYI,,15.449539,74.571424,,,0,,Asia/Kolkata,0,,,
DEW,DEW,DEWALGAON,DEWALGAON,,20.9136,80.087,,,0,,Asia/Kolkata,0,,,
DFR,DFR,DEOGAN ROAD,DEOGAN ROAD,,20.5548,83.4301,,,0,,Asia/Kolkata,0,,,
DG,DG,DINDIGUL JN,DINDIGUL JN,,10.3539,77.9855,,,0,,Asia/Kolkata,0,,,
DGA,DGA,DIGHWARA,DIGHWARA,,25.744,85.0032,,,0,,Asia/Kolkata,0,,,
DGB,DGB,DINDU G PURAM H,DINDU G PURAM H,,18.5432,84.242,,,0,,Asia/Kolkata,0,,,
DGBH,DGBH,DIGHA BRIDGE HALT,DIGHA BRIDGE HALT,,25.64629,85.080161,,,0,,Asia/Kolkata,0,,,
DGBZ,DGBZ,DONGRI BUZURG P.H.,DONGRI BUZURG P.H.,,21.573484,79.676285,,,0,,Asia/Kolkata,0,,,
DGD,DGD,DANGIDHAR,DANGIDHAR,,23.871711,79.019852,,,0,,Asia/Kolkata,0,,,
DGDG,DGDG,DURGADA GATE,DURGADA GATE,,17.2125,82.3491,,,0,,Asia/Kolkata,0,,,
DGF,DGF,DHAGARIA,DHAGARIA,,23.2425,87.5058,,,0,,Asia/Kolkata,0,,,
DGG,DGG,DONGARGARH,DONGARGARH,,21.185532,80.759897,,,0,,Asia/Kolkata,0,,,
DGHA,DGHA,DIGHA,DIGHA,,21.6227,87.508,,,0,,Asia/Kolkata,0,,,
DGHL,DGHL,DIGHAL,DIGHAL,,28.74136,76.640399,,,0,,Asia/Kolkata,0,,,
DGHR,DGHR,DEOGHAR,DEOGHAR,,24.511692,86.697031,,,0,,Asia/Kolkata,0,,,
DGI,DGI,DUNGRI,DUNGRI,,20.6874,72.9492,,,0,,Asia/Kolkata,0,,,
DGJ,DGJ,DUNGAR JN,DUNGAR JN,,21.078574,71.553526,,,0,,Asia/Kolkata,0,,,
DGLE,DGLE,DHULIAN GANGA,DHULIAN GANGA,,24.6724,87.938,,,0,,Asia/Kolkata,0,,,
DGN,DGN,DONGARGAON,DONGARGAON,,21.6411,76.3639,,,0,,Asia/Kolkata,0,,,
DGNH,DGNH,DARGAON HALT,DARGAON HALT,,25.088864,85.751209,,,0,,Asia/Kolkata,0,,,
DGNR,DGNR,DURGANAGAR,DURGANAGAR,,22.650928,88.41917,,,0,,Asia/Kolkata,0,,,
DGO,DGO,DURGAUTI,DURGAUTI,,25.2077,83.5395,,,0,,Asia/Kolkata,0,,,
DGPP,DGPP,DHENGLI PP GOAN,DHENGLI PP GOAN,,19.406212,76.49128,,,0,,Asia/Kolkata,0,,,
DGQ,DGQ,DUGDOL,DUGDOL,,24.633171,72.098161,,,0,,Asia/Kolkata,0,,,
DGR,DGR,DURGAPUR,DURGAPUR,,23.495366,87.298222,,,0,,Asia/Kolkata,0,,,
DGS,DGS,DAGORI,DAGORI,,21.9056,82.069,,,0,,Asia/Kolkata,0,,,
DGU,DGU,DIGARU,DIGARU,,26.1731,91.9777,,,0,,Asia/Kolkata,0,,,
DGW,DGW,DHIGAWARA,DHIGAWARA,,27.295825,76.613159,,,0,,Asia/Kolkata,0,,,
DGX,DGX,DAGAON,DAGAON,,26.444216,92.613459,,,0,,Asia/Kolkata,0,,,
DGZ,DGZ,DEVIGANJ,DEVIGANJ,,26.319729,87.141666,,,0,,Asia/Kolkata,0,,,
DH,DH,DIAMOND HARBOUR,DIAMOND HARBOUR,,22.192332,88.190346,,,0,,Asia/Kolkata,0,,,
DHA,DHA,DHEENA,DHEENA,,25.354,83.4227,,,0,,Asia/Kolkata,0,,,
DHAE,DHAE,DAINHAT,DAINHAT,,23.6014,88.1697,,,0,,Asia/Kolkata,0,,,
DHBI,DHBI,DHABAULI HALT,DHABAULI HALT,,25.68215,85.342473,,,0,,Asia/Kolkata,0,,,
DHD,DHD,DAHOD,DAHOD,,22.843907,74.253674,,,0,,Asia/Kolkata,0,,,
DHE,DHE,DOBHI,DOBHI,,25.604379,82.998447,,,0,,Asia/Kolkata,0,,,
DHG,DHG,DHRANGADHRA,DHRANGADHRA,,22.986785,71.478728,,,0,,Asia/Kolkata,0,,,
DHH,DHH,DINHATA,DINHATA,,26.123924,89.468365,,,0,,Asia/Kolkata,0,,,
DHI,DHI,DHULE,DHULE,,20.8873,74.7684,,,0,,Asia/Kolkata,0,,,
DHJ,DHJ,DHINOJ,DHINOJ,,23.670782,72.28166,,,0,,Asia/Kolkata,0,,,
DHK,DHK,DHAKURIA,DHAKURIA,,22.5155,88.3715,,,0,,Asia/Kolkata,0,,,
DHKR,DHKR,DHODA KHEDI,DHODA KHEDI,,30.0185,76.8421,,,0,,Asia/Kolkata,0,,,
DHL,DHL,DEVANAHALLI,DEVANAHALLI,,13.2472,77.705,,,0,,Asia/Kolkata,0,,,
DHMZ,DHMZ,DHOLA MAZRA,DHOLA MAZRA,,30.1209,76.8546,,,0,,Asia/Kolkata,0,,,
DHN,DHN,DHANBAD JN,DHANBAD JN,,23.7911,86.4291,,,0,,Asia/Kolkata,0,,,
DHNA,DHNA,DHACHANA,DHACHANA,,25.656382,87.963066,,,0,,Asia/Kolkata,0,,,
DHND,DHND,DHINDA,DHINDA,,26.891301,75.361576,,,0,,Asia/Kolkata,0,,,
DHNE,DHNE,DHONE JN,DHONE JN,,15.396259,77.865257,,,0,,Asia/Kolkata,0,,,
DHNR,DHNR,DHANORA DECCAN,DHANORA DECCAN,,19.454453,78.125324,,,0,,Asia/Kolkata,0,,,
DHO,DHO,DHAULPUR,DHAULPUR,,26.697312,77.905769,,,0,,Asia/Kolkata,0,,,
DHP,DHP,DICHPALLI,DICHPALLI,,18.613468,78.194847,,,0,,Asia/Kolkata,0,,,
DHPD,DHPD,DHAPARA DHAM,DHAPARA DHAM,,24.196086,88.246307,,,0,,Asia/Kolkata,0,,,
DHPR,DHPR,DAPPAR,DAPPAR,,30.6105,76.8476,,,0,,Asia/Kolkata,0,,,
DHR,DHR,DHARNAODA,DHARNAODA,,24.592,77.0991,,,0,,Asia/Kolkata,0,,,
DHRJ,DHRJ,DHIRGANJ,DHIRGANJ,,25.7453,81.924,,,0,,Asia/Kolkata,0,,,
DHRN,DHRN,DHURANA,DHURANA,,29.2531,76.8028,,,0,,Asia/Kolkata,0,,,
DHRR,DHRR,DHIRERA,DHIRERA,,28.363459,73.616295,,,0,,Asia/Kolkata,0,,,
DHRY,DHRY,DHALPUKHURI,DHALPUKHURI,,25.980731,92.880306,,,0,,Asia/Kolkata,0,,,
DHT,DHT,DHAMARA GHAT,DHAMARA GHAT,,25.5906,86.5993,,,0,,Asia/Kolkata,0,,,
DHU,DHU,DHUBULIA,DHUBULIA,,23.4837,88.4413,,,0,,Asia/Kolkata,0,,,
DHW,DHW,DHARIWAL,DHARIWAL,,31.9492,75.3216,,,0,,Asia/Kolkata,0,,,
DHWN,DHWN,DANIAWAN,DANIAWAN,,25.421528,85.287049,,,0,,Asia/Kolkata,0,,,
DHY,DHY,DHARODI,DHARODI,,29.6321,76.0645,,,0,,Asia/Kolkata,0,,,
DI,DI,DOMBIVLI,DOMBIVLI,,19.218188,73.08687,,,0,,Asia/Kolkata,0,,,
DIA,DIA,DIDWANA,DIDWANA,,27.406138,74.557686,,,0,,Asia/Kolkata,0,,,
DIB,DIB,DIBAI,DIBAI,,28.19369,78.302994,,,0,,Asia/Kolkata,0,,,
DIBL,DIBL,DHOLI (BHAL),DHOLI (BHAL),,22.44562,72.0825,,,0,,Asia/Kolkata,0,,,
